Set Number,Subset Type,Day of Week,Shape,Values,Source CSV,Values_Celsius
4,7 days,Monday,"(24, 301, 301)",301.83676,2016_07_tas_subset.csv,28.68676000000005
1,7 days,Monday,"(24, 301, 301)",303.35983,2016_08_tas_subset.csv,30.20983000000001
2,7 days,Monday,"(24, 301, 301)",301.11902,2016_08_tas_subset.csv,27.96902
3,7 days,Monday,"(24, 301, 301)",297.527,2016_08_tas_subset.csv,24.37700000000001
4,7 days,Monday,"(24, 301, 301)",302.7118,2016_08_tas_subset.csv,29.561800000000005
5,7 days,Monday,"(24, 301, 301)",299.8211,2016_08_tas_subset.csv,26.671100000000024
1,7 days,Monday,"(24, 301, 301)",298.6979,2016_09_tas_subset.csv,25.547900000000027
2,7 days,Monday,"(24, 301, 301)",296.47592,2016_09_tas_subset.csv,23.325919999999996
3,7 days,Monday,"(24, 301, 301)",299.01212,2016_09_tas_subset.csv,25.862120000000004
4,7 days,Monday,"(24, 301, 301)",292.7251,2016_09_tas_subset.csv,19.57510000000002
1,7 days,Monday,"(24, 301, 301)",298.32666,2016_10_tas_subset.csv,25.176660000000027
2,7 days,Monday,"(24, 301, 301)",293.12418,2016_10_tas_subset.csv,19.974180000000047
3,7 days,Monday,"(24, 301, 301)",291.03757,2016_10_tas_subset.csv,17.88757000000004
4,7 days,Monday,"(24, 301, 301)",291.56433,2016_10_tas_subset.csv,18.414330000000007
5,7 days,Monday,"(24, 301, 301)",286.63898,2016_10_tas_subset.csv,13.488980000000026
1,7 days,Monday,"(24, 301, 301)",292.01556,2016_11_tas_subset.csv,18.865560000000016
2,7 days,Monday,"(24, 301, 301)",287.30478,2016_11_tas_subset.csv,14.154780000000017
3,7 days,Monday,"(24, 301, 301)",285.74234,2016_11_tas_subset.csv,12.592340000000036
4,7 days,Monday,"(24, 301, 301)",289.12634,2016_11_tas_subset.csv,15.97634000000005
1,7 days,Monday,"(24, 301, 301)",282.92194,2016_12_tas_subset.csv,9.77194000000003
2,7 days,Monday,"(24, 301, 301)",285.61685,2016_12_tas_subset.csv,12.466850000000022
3,7 days,Monday,"(24, 301, 301)",280.4909,2016_12_tas_subset.csv,7.340900000000033
4,7 days,Monday,"(24, 301, 301)",282.29028,2016_12_tas_subset.csv,9.140280000000018
